cycle,object,x,y,z,v,snr,noise
1,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,132,596
1,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,125,605
1,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,130,558
1,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,123,568
1,5,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,125,563
1,6,0.025569714605808258,0.2153976857662201,-0.3579759895801544,-0.12233256548643112,120,572
3,1,0.0,0.15540023148059845,-0.29660868644714355,0.0,133,596
3,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,122,607
3,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,130,560
3,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,122,568
3,5,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,121,568
4,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,137,595
4,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,127,605
4,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,132,560
4,4,0.03835457190871239,0.16315144300460815,-0.38354572653770447,0.12233256548643112,123,571
4,5,5.101158142089844,5.021768569946289,-5.101158142089844,0.24466513097286224,131,429
4,6,3.7587482929229736,5.598676681518555,5.638122081756592,0.24466513097286224,131,429
4,7,5.420779705047607,4.778678894042969,-5.149740695953369,0.24466513097286224,141,428
4,8,4.065585136413574,5.4602813720703125,5.691818714141846,0.24466513097286224,141,428
4,9,0.010227886028587818,0.15506330132484436,-0.29660868644714355,-0.12233256548643112,134,558
4,10,0.025569714605808258,0.2153976857662201,-0.3579759895801544,-0.12233256548643112,125,568
5,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,138,593
5,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,129,602
5,3,-0.12273463606834412,1.990280270576477,-0.24546927213668823,0.0,113,628
5,4,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,139,552
5,5,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,126,564
5,6,0.6545847058296204,2.4653759002685547,0.8182308673858643,0.24466513097286224,125,473
5,7,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,129,564
5,8,0.025569714605808258,0.19256003201007843,-0.37076085805892944,-0.12233256548643112,121,571
5,9,-0.12273463606834412,1.9968918561935425,-0.18410195410251617,-0.12233256548643112,112,591
6,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,138,593
6,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,129,602
6,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,131,561
6,4,0.03835457190871239,0.12902623414993286,-0.3963305950164795,0.12233256548643112,125,568
6,5,5.638122081756592,4.703042030334473,-4.832676410675049,0.24466513097286224,127,431
6,6,4.295711994171143,4.547191619873047,6.175086498260498,0.24466513097286224,127,431
6,7,5.420779705047607,5.055083751678467,-4.878701686859131,0.24466513097286224,146,429
6,8,4.065585136413574,4.832183837890625,6.233896732330322,0.24466513097286224,146,429
6,9,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,137,554
6,10,0.025569714605808258,0.19256003201007843,-0.37076085805892944,-0.12233256548643112,127,564
7,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,135,596
7,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,127,604
7,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,133,559
7,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,125,567
7,5,5.420779705047607,4.778678894042969,-5.149740695953369,0.24466513097286224,135,429
7,6,3.794546127319336,5.365277290344238,5.962857723236084,0.24466513097286224,135,429
7,7,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,134,558
7,8,0.025569714605808258,0.2153976857662201,-0.3579759895801544,-0.12233256548643112,126,567
8,1,0.0,0.15540023148059845,-0.29660868644714355,0.0,136,595
8,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,127,605
8,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,134,558
8,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,127,566
8,5,-0.12273463606834412,1.9817471504211426,-0.3068366050720215,0.12233256548643112,112,589
8,6,5.369639873504639,4.733597278594971,-5.101158142089844,0.24466513097286224,113,438
8,7,4.564194202423096,4.964020252227783,5.638122081756592,0.24466513097286224,113,438
8,8,5.420779705047607,4.468864440917969,-5.420779705047607,0.24466513097286224,125,439
8,9,4.3366241455078125,5.247603893280029,5.691818714141846,0.24466513097286224,125,439
8,10,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,127,563
8,11,0.025569714605808258,0.19256003201007843,-0.37076085805892944,-0.12233256548643112,119,573
9,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,133,598
9,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,123,608
9,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,132,558
9,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,122,570
9,5,5.420779705047607,4.778678894042969,-5.149740695953369,0.24466513097286224,126,438
9,6,3.794546127319336,5.365277290344238,5.962857723236084,0.24466513097286224,126,438
9,7,5.420779705047607,4.468864440917969,-5.420779705047607,0.36699768900871277,134,428
9,8,3.794546127319336,5.651997089385986,5.691818714141846,0.36699768900871277,134,428
9,9,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,124,566
9,10,0.025569714605808258,0.2153976857662201,-0.3579759895801544,-0.12233256548643112,115,576
10,1,0.010227886028587818,0.15506330132484436,-0.29660868644714355,0.0,136,594
10,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,128,603
10,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,131,561
10,4,0.025569714605808258,0.16563713550567627,-0.38354572653770447,0.12233256548643112,126,568
10,5,0.0,0.1735280454158783,-0.286380797624588,-0.12233256548643112,128,562
10,6,0.025569714605808258,0.2153976857662201,-0.3579759895801544,-0.12233256548643112,121,571
11,1,0.0,0.15540023148059845,-0.29660868644714355,0.0,133,598
11,2,0.025569714605808258,0.19256003201007843,-0.37076085805892944,0.0,125,607
11,3,0.010227886028587818,0.13368867337703705,-0.3068365752696991,0.12233256548643112,131,561
